"%IncMSE","IncNodePurity"
59.1298496547685,1350209.06327897
26.6532751598137,155864.774773534
56.0062868583323,1347326.91875358
60.6760656982433,1381004.70589811
31.4512389966379,660293.556987561
49.6189983516815,1367443.07013568
26.3251925243752,182323.137528754
50.2761317388614,1305507.4812092
57.8335440738819,1464614.80538003
51.1771087039492,1382517.53772386
42.8719067311822,1165469.45978487
62.3299736181805,1352266.97384984
51.8224540487073,1179079.94126091
20.8869633765302,135332.511377939
34.6891960932135,1405735.70997466
35.6719261489865,69076.85401607
-14.1769839606355,44720.3573687118
-18.6910984338156,63436.7669385423
18.042487363234,53988.3841755453
37.8521947503205,87497.4820783508
24.1907856255749,44232.1460803082
39.0619656485709,73563.1572760821
-1.68452956118249,35499.1198306462
20.164605925617,26386.5633659531
37.7133407133959,115942.064439443
11.1648919909358,56185.6260528158
17.4110707134913,18704.7178837782
45.2199584297113,282355.328015863
15.1120236916859,18864.3219378572
53.3212829385557,199411.129065297
23.8571782203286,163044.729446343
16.7833344560964,21263.122879586
20.7285824672512,59515.2205399438
19.9707774276977,97340.4723351523
-20.0820217489471,78828.121886831
9.81487452008098,22089.7390522088
11.7104536939874,13333.5558871114
24.1668297909304,65657.0673144256
39.7654986701082,292644.3134396
0.416205097718775,34996.4853343083
23.5191294799376,36446.6335414363
22.1951589686267,33939.6232680431
6.52607300273301,15991.8589403987
6.01149931168627,11624.4572366705
-18.8878974904585,57525.1064617583
-14.2930691880031,71335.1079417411
14.7134951037785,36599.4126993604
27.0455732626629,63941.1481129103
-5.36663653305472,32257.528646461
17.6339625623265,10944.2353505045
10.4620193093316,37486.8747578821
11.6953979247438,50522.124609762
15.622054865041,38279.8201468934
6.75426266916031,42861.0680398153
14.3100757548159,8387.66796227296
37.4308209442743,58727.6838522874
33.0539815637531,186814.446963551
13.0387573332981,39607.4939918578
30.0406553529815,89321.9504584501
29.8068936952228,44721.1209433972
36.156563939493,103554.75250941
6.47712738481556,68215.9260268325
5.84281102635128,26951.8146839702
28.9638136670163,64879.0795082452
33.726905195635,58835.6965273053
22.0479531507218,89185.5121510891
61.9720205203818,256807.094610924
-10.4250176700582,64342.0830212408
42.3126239115004,212586.559332065
34.4175760194872,67168.1122753821
0.875136549783139,73105.7356716761
4.93326328988843,72858.9716128945
9.07959670867587,23357.2290564909
74.1528679400918,637669.667514405
43.8062657793043,92719.883084092
49.2396185779818,98177.5559886337
11.6767848718517,38062.9436012104
9.20788532810497,16586.6169493151
11.1678309168875,66860.8865888583
55.9095100116959,275164.127759406
68.9486672982795,329082.261067377
46.7091456871179,265200.576518278
-3.29373412783815,57380.6181658879
32.7299736340021,48013.799167645
12.9320311818855,17049.7334547345
3.35430584335519,91133.3035837443
10.8232167415454,23119.4137296392
8.52391517489098,10909.9510688481
10.3414803651325,10046.7916891658
16.1849672279707,20486.8847335296
33.8097066214329,76953.20003856
22.07986244579,26728.6989085327
53.240002793958,113021.023946549
23.6658143702899,73115.1600556559
47.226438309083,290515.230698918
66.8376590271821,349586.954613941
34.8058519567305,68615.47066168
23.2461680390774,60859.0170426496
22.2003592600154,57084.3483284156
-6.85881574861684,24544.1858078482
-2.78257271719129,14663.4654944487
4.21825130578766,22548.8068962486
1.49820638024902,66970.5612775123
-6.54606016363218,51158.5123982607
-5.13075341938766,113269.908541501
6.71357805662223,13912.7611767177
9.86872477268012,21169.5794871902
81.0736110656327,586864.143298464
47.9864804776953,144549.94388651
33.7802446748923,40611.8624812954
10.1408823588279,7284.30803485788
35.4111199147119,54444.9063021987
23.0583560547141,37094.2350658041
-4.70126459543929,53925.2332649425
12.993438407831,14305.2097793235
19.3037830941844,34494.0355972674
-4.08865854934791,45120.7802566154
2.35918384974894,90863.8712899657
-7.02138185690282,28861.1517126909
29.873157403444,56936.4269224099
2.2893753703523,20625.137722705
-5.22341831902786,23116.297699632
62.7503396341374,169951.065675795
3.2536859582113,18933.7006639165
7.83210614685222,14640.8785459844
11.6477206376136,22295.4761329901
16.5005172006883,11740.482280803
15.9719535686428,14826.8373214935
