"x"
50
0
42
30
21
0
54
73
30
0
20
17
37
20
38
0
0
63
24
62
23
45
23
51
34
53
21
26
24
0
45
0
74
6
22
31
33
50
0
20
55
45
46
7
50
22
0
26
33
48
44
77
50
20
11
52
48
36
0
20
44
68
28
44
58
63
39
27
29
6
51
17
42
25
5
36
68
0
23
17
30
42
34
38
15
37
39
36
22
47
47
57
12
20
48
62
22
23
48
19
32
23
26
17
0
47
24
21
18
1
35
0
43
23
77
35
31
28
18
48
29
25
16
66
69
0
20
40
51
21
50
41
23
20
38
19
53
47
54
26
66
49
39
22
18
48
28
13
25
42
45
31
22
69
56
40
73
38
48
72
0
18
29
54
17
19
22
22
63
6
69
38
49
67
41
45
41
19
26
28
20
19
48
53
8
27
22
52
41
21
67
6
0
24
37
60
18
82
48
48
34
41
22
8
12
55
8
17
28
52
39
0
0
32
49
44
24
37
64
18
42
0
31
22
23
63
17
51
59
47
24
42
34
39
72
29
27
50
25
40
64
8
61
39
40
50
39
22
54
60
50
21
65
63
36
27
23
37
40
11
54
54
43
51
23
29
24
40
60
23
24
20
11
41
32
11
52
53
0
31
23
17
26
76
69
33
38
21
23
56
27
0
58
24
19
11
22
53
33
23
23
27
45
25
26
24
26
8
40
65
39
11
0
57
18
77
39
38
53
22
47
53
18
60
45
55
17
41
30
37
8
15
71
28
34
35
56
56
64
45
69
16
57
16
22
17
20
55
0
12
9
45
50
23
27
8
80
35
23
22
38
20
12
24
46
48
9
24
51
41
21
0
44
26
37
48
41
18
22
21
53
21
28
25
39
30
38
43
41
38
29
49
0
31
26
0
25
28
68
57
58
41
34
31
30
49
14
0
21
45
34
55
36
36
30
56
33
39
63
80
39
48
73
40
45
0
46
44
22
32
65
27
7
19
10
47
20
29
56
37
40
11
38
31
60
39
21
20
67
39
68
21
36
36
0
69
71
20
12
39
63
43
55
35
54
41
47
0
51
55
22
63
27
0
69
25
24
21
27
9
51
35
75
0
0
28
0
63
50
67
54
60
1
27
23
46
56
28
4
19
37
26
1
23
43
34
38
44
45
66
53
0
46
21
24
20
21
42
72
54
50
57
56
0
72
43
45
63
31
56
22
38
26
53
20
31
21
0
33
63
53
76
35
43
31
33
54
38
66
44
48
27
39
0
53
44
28
43
49
45
33
52
51
32
18
88
25
33
43
22
26
43
11
29
40
23
0
15
72
0
42
0
59
38
54
14
16
39
36
10
63
42
18
36
22
3
55
26
63
25
50
39
53
23
45
41
4
23
21
43
12
35
34
9
49
50
44
55
8
27
55
46
23
42
47
53
26
17
62
42
25
0
25
21
61
2
53
23
39
43
18
44
36
41
55
58
53
17
35
0
0
58
62
37
40
0
59
59
35
0
18
0
5
20
32
16
26
0
22
57
29
9
44
33
40
33
22
8
41
30
25
53
35
23
34
49
64
60
47
62
16
46
27
42
28
18
28
0
45
12
44
20
36
55
59
42
47
10
30
20
20
47
20
34
46
47
16
17
37
62
39
42
22
58
0
59
64
33
0
23
19
17
0
41
16
24
16
54
16
52
36
33
24
29
20
68
35
42
38
74
38
9
38
0
35
79
3
8
10
37
19
45
25
13
48
0
18
16
39
23
17
1
36
38
62
26
44
22
20
19
12
51
9
0
71
47
21
50
57
21
53
10
37
78
24
51
40
22
53
34
46
53
31
20
43
24
19
52
32
80
57
76
42
63
17
27
38
23
0
45
37
28
40
24
27
43
0
23
52
21
50
37
18
23
19
41
34
50
64
26
53
3
66
24
40
38
30
0
20
56
17
22
59
28
34
7
22
57
55
24
54
44
23
36
43
63
41
60
18
57
0
37
0
48
13
54
41
13
30
17
54
5
26
22
20
10
44
18
10
0
39
47
38
20
43
29
28
3
42
22
9
22
0
29
19
14
43
53
19
17
68
0
67
26
33
59
0
70
17
35
28
44
68
22
31
32
33
26
58
27
37
24
37
0
64
57
30
0
0
43
11
46
30
7
69
54
30
43
63
18
22
45
38
22
17
1
13
25
27
51
17
63
43
21
35
18
34
0
51
0
40
0
31
18
23
50
23
34
54
46
27
0
39
28
26
19
0
42
4
24
61
30
1
24
50
69
18
10
12
2
33
29
51
57
23
52
51
0
37
35
40
63
25
54
0
55
31
17
49
25
55
10
68
56
22
16
1
0
56
19
21
30
0
40
23
0
48
46
32
18
5
85
44
13
56
28
28
68
35
9
21
75
68
22
24
19
0
47
0
41
0
41
40
16
24
40
34
54
41
55
39
55
29
46
22
0
26
44
27
22
33
45
23
84
20
20
55
43
0
64
55
23
66
44
22
55
0
45
30
31
24
23
60
23
12
56
57
26
36
25
14
35
43
1
96
25
27
21
45
53
37
40
0
24
56
30
47
19
30
12
24
45
13
37
18
54
0
69
43
70
60
69
29
21
39
35
61
48
22
58
46
36
0
32
0
27
19
32
27
24
10
46
22
56
29
35
40
21
50
21
44
59
39
23
53
67
32
24
11
19
12
1
56
32
43
22
20
43
23
28
21
27
0
58
76
54
55
19
29
23
12
35
46
55
27
57
1
68
17
30
17
44
38
14
33
55
0
17
53
25
33
52
37
29
36
41
39
55
40
36
0
63
28
0
0
53
25
20
49
21
37
64
62
47
35
15
35
20
70
21
25
35
21
48
28
19
35
40
26
5
50
68
39
42
26
47
5
38
46
25
32
20
32
42
0
41
1
62
3
45
23
24
7
49
22
28
7
45
61
0
62
16
39
28
11
26
48
16
64
7
66
15
22
67
43
42
60
61
31
32
51
36
40
46
62
23
65
41
30
39
27
1
22
0
59
51
46
42
36
54
34
0
12
41
22
47
49
43
60
22
33
23
45
18
10
45
38
63
57
26
19
35
18
42
38
9
63
27
30
20
1
29
27
21
65
20
46
72
39
14
60
25
0
0
17
23
35
30
56
17
22
11
30
25
76
25
0
31
41
18
0
77
24
48
60
68
35
29
44
0
64
19
27
41
32
0
8
43
11
74
42
64
54
83
51
53
22
32
51
26
19
10
4
38
20
80
13
44
41
27
32
32
57
29
57
12
33
21
22
36
40
27
28
65
36
31
70
0
30
21
37
61
27
65
46
55
24
53
0
41
67
0
56
24
65
26
0
38
22
40
16
18
40
42
74
12
0
47
33
59
41
41
33
39
41
19
22
43
29
27
0
61
39
26
31
64
55
66
20
28
0
53
62
34
28
23
53
56
14
47
43
27
0
0
48
27
56
24
59
78
32
46
53
29
0
57
55
32
28
32
27
62
44
55
39
53
12
41
38
0
24
0
12
34
0
19
37
0
33
20
63
52
41
43
47
0
63
74
21
0
9
62
70
39
69
54
30
57
38
0
64
20
20
27
65
47
22
54
56
22
45
0
21
53
38
40
0
55
38
55
47
33
39
22
44
44
49
21
25
35
7
34
44
48
27
77
77
50
21
26
53
50
47
63
81
38
59
31
65
0
41
19
22
39
36
20
21
60
38
56
54
28
33
61
44
20
7
58
11
47
69
61
20
28
56
56
18
40
9
57
62
52
31
60
0
47
27
48
41
47
23
40
16
36
23
67
41
41
69
32
21
0
44
22
47
6
56
26
11
42
44
51
29
50
37
54
39
47
24
34
17
36
40
28
11
22
23
31
52
58
68
24
46
34
70
65
22
49
22
14
48
45
5
43
31
18
48
42
14
68
22
40
40
27
19
16
32
32
7
31
13
1
16
38
60
73
64
51
51
56
54
19
43
56
45
22
59
0
40
22
28
36
55
7
23
18
60
54
53
30
18
21
56
36
55
47
35
18
52
46
44
33
66
26
71
42
44
38
40
76
25
21
21
22
43
40
6
36
52
0
22
0
27
27
53
34
60
64
50
23
59
24
20
57
44
25
27
51
19
47
62
22
5
32
22
19
35
62
54
26
66
56
60
0
22
37
18
77
14
13
41
15
56
0
6
37
62
24
50
45
0
23
11
24
36
41
28
35
47
29
27
45
34
48
42
37
39
19
21
59
39
55
42
46
32
22
27
21
25
13
56
25
45
35
21
23
57
30
81
0
25
23
31
20
41
11
43
24
43
39
0
44
61
64
43
14
45
21
3
35
41
39
37
26
48
51
29
45
23
29
57
43
6
80
45
83
30
15
21
39
38
49
35
24
0
58
21
22
45
18
8
72
27
23
20
40
30
4
41
18
18
22
85
42
7
0
21
35
51
71
32
56
47
18
0
30
11
41
43
10
12
23
26
18
10
24
34
34
22
42
42
40
53
28
73
45
29
27
14
47
52
64
20
29
52
48
41
25
22
65
26
0
48
23
39
42
0
22
51
22
9
53
36
57
47
49
35
63
20
75
36
48
64
54
62
1
0
7
0
0
47
61
39
27
42
0
79
39
25
0
29
46
21
22
46
38
40
16
73
54
34
44
57
52
23
64
58
23
41
46
0
42
30
54
0
48
44
39
24
0
51
1
43
75
16
53
68
16
40
0
36
44
34
34
25
0
39
26
49
63
20
59
55
51
26
0
57
35
45
31
19
44
25
32
27
26
48
21
19
27
48
37
18
17
50
45
7
65
27
33
60
71
0
54
49
35
34
45
47
17
0
28
89
44
68
47
26
20
30
58
84
67
23
40
31
55
58
10
45
32
24
34
49
44
21
15
0
27
44
36
30
19
0
24
43
3
30
59
14
68
30
32
50
56
32
0
2
24
64
55
37
71
63
75
35
40
59
50
36
18
0
69
66
51
16
42
39
27
48
47
71
52
33
44
28
33
16
18
19
23
13
58
48
34
14
22
9
60
35
52
44
22
64
2
55
20
12
60
50
64
41
27
49
41
26
15
46
47
27
24
45
18
0
21
54
23
22
19
46
20
43
17
51
27
66
21
50
57
23
23
25
56
51
22
62
41
57
46
53
64
26
5
29
45
35
59
40
72
4
46
43
28
23
46
55
35
0
1
63
1
58
42
24
42
59
22
56
48
31
23
62
70
27
31
32
18
27
18
0
51
48
40
12
22
30
46
32
27
41
82
41
49
19
18
30
77
17
25
29
14
7
15
32
57
27
42
23
40
29
5
0
59
1
29
49
39
33
0
18
20
19
76
63
44
48
40
17
37
43
0
45
53
61
24
0
22
41
0
43
49
24
37
62
20
0
50
33
52
49
50
21
52
22
22
21
60
20
13
1
46
42
38
50
55
56
71
40
29
18
62
47
22
39
50
14
38
28
53
26
13
20
45
34
23
34
15
52
32
38
60
21
39
70
34
9
70
28
21
32
15
14
51
24
42
66
59
54
36
4
51
10
57
0
17
42
23
14
73
50
35
52
15
4
13
35
50
35
17
12
39
23
20
43
25
23
11
18
36
24
16
15
60
12
53
32
21
23
22
65
29
7
39
5
4
35
40
12
41
62
29
51
37
26
30
54
41
31
32
0
48
58
31
54
59
27
22
47
0
79
18
20
11
16
29
47
64
57
31
40
0
16
71
45
51
33
37
23
31
9
55
21
61
35
67
35
1
51
30
46
60
37
33
58
10
56
0
35
49
22
9
67
31
26
44
56
49
20
67
24
20
56
29
23
23
24
40
70
32
24
42
76
23
43
0
38
72
39
54
31
20
9
64
41
65
55
40
39
0
52
35
39
37
45
45
18
43
23
25
21
11
49
54
23
23
21
55
44
33
24
47
33
47
38
37
0
61
25
40
0
48
47
0
39
8
58
16
20
5
59
44
16
37
43
1
43
19
40
38
63
21
33
27
17
68
57
33
17
53
0
19
32
39
26
41
0
66
41
52
48
56
46
40
38
23
19
0
49
53
44
38
36
62
47
74
29
60
63
13
48
45
40
36
12
51
48
35
0
21
57
26
9
20
12
15
39
18
25
38
7
1
67
0
37
31
38
42
43
60
40
43
58
63
22
44
36
1
28
0
43
24
22
54
50
41
22
39
58
63
64
12
42
46
31
46
12
33
66
40
60
7
32
0
19
37
33
47
28
24
17
33
51
45
39
27
13
11
61
21
0
0
44
46
43
19
0
11
37
47
39
10
6
41
51
5
44
37
30
40
76
25
69
37
21
59
59
30
15
40
41
68
40
24
21
21
48
0
73
0
26
21
30
27
29
21
30
0
17
18
37
20
26
34
19
21
64
12
61
50
38
49
28
64
21
65
61
21
53
29
48
0
0
16
54
74
30
29
68
24
36
56
45
43
60
31
44
0
65
16
0
44
30
24
37
55
47
39
68
18
0
25
8
0
56
24
48
0
18
0
0
17
55
37
25
27
50
57
2
25
0
23
63
69
32
56
18
3
56
48
53
25
22
32
0
24
47
14
43
48
41
23
32
38
37
57
55
18
23
22
33
48
0
11
22
46
58
61
13
15
57
16
2
43
21
44
0
81
47
39
45
10
56
64
49
37
30
22
55
39
17
65
65
60
49
22
25
80
0
56
73
19
35
65
49
20
36
25
35
26
20
25
24
10
68
19
48
8
22
38
29
35
24
25
43
0
27
56
61
54
50
52
59
36
27
63
26
56
62
46
16
14
29
46
9
26
35
31
23
30
44
49
0
42
24
54
0
26
25
53
31
53
25
47
39
26
18
20
11
52
75
46
0
5
50
55
18
53
55
18
29
5
43
37
65
26
66
56
31
62
35
40
28
27
17
21
29
27
24
60
43
24
50
43
25
1
6
62
21
50
53
21
58
25
57
18
45
40
38
26
30
13
15
1
20
0
0
45
18
28
0
38
44
52
39
12
25
48
47
0
57
60
28
19
15
45
37
54
28
44
43
13
50
56
44
49
54
54
56
63
54
63
46
66
44
36
21
86
56
87
0
35
62
51
41
15
29
23
66
18
39
51
14
46
65
46
46
16
35
17
14
21
21
31
33
62
38
48
41
0
68
0
53
34
37
80
22
21
40
16
47
59
9
45
0
17
40
2
15
22
46
1
61
31
62
14
19
76
60
60
19
32
21
20
38
34
17
36
23
54
29
42
0
18
40
65
23
22
44
42
44
44
39
60
62
20
37
58
40
39
27
43
2
31
49
29
53
51
39
32
56
0
88
37
33
38
32
15
48
17
43
18
6
36
44
0
32
61
69
19
68
44
66
17
49
52
87
68
66
41
0
21
72
27
45
52
39
22
51
21
67
47
37
54
22
63
47
24
74
0
0
49
37
0
50
59
24
11
15
0
52
34
36
24
19
63
0
44
62
43
40
13
35
50
21
2
25
0
25
72
25
51
0
43
17
16
39
40
14
37
39
48
36
10
44
44
40
22
41
46
36
17
27
27
43
82
0
5
46
76
9
44
43
56
55
35
64
11
0
54
53
10
25
39
19
44
22
54
60
20
8
43
22
45
40
44
40
67
47
16
0
34
16
33
42
39
33
32
59
0
38
52
26
22
62
70
46
34
13
23
47
44
19
20
38
0
0
72
39
45
68
14
26
19
37
63
17
0
32
9
73
44
60
52
66
26
37
49
42
31
1
71
49
61
12
21
18
17
24
56
49
47
24
47
36
61
42
44
34
38
32
23
53
17
63
58
2
1
39
29
22
36
40
8
43
7
36
63
6
1
44
39
30
43
43
22
0
31
55
39
29
9
41
28
1
22
38
11
60
25
70
0
38
42
26
65
31
48
22
40
16
2
61
74
29
0
38
56
71
62
17
24
0
26
54
0
53
27
40
42
20
42
24
35
55
55
0
21
11
11
71
51
72
35
39
59
55
54
48
45
28
49
83
37
34
0
36
50
21
19
72
29
19
34
41
57
32
54
65
46
60
24
39
56
36
13
11
60
40
63
18
0
0
17
51
60
55
59
19
9
12
16
24
43
28
19
25
0
21
1
40
31
23
43
18
40
46
52
30
0
18
26
53
30
29
65
63
76
17
69
9
18
67
59
21
33
43
23
43
21
31
46
51
44
0
71
0
40
40
50
46
39
52
78
22
48
48
48
0
3
23
49
55
25
38
23
34
0
85
58
40
8
0
65
46
20
26
50
82
47
27
32
17
56
26
13
57
69
31
37
47
44
66
43
0
16
34
59
46
26
55
51
23
9
42
45
39
7
34
22
45
42
41
35
52
35
63
56
39
46
38
0
32
42
49
37
38
41
74
39
41
27
0
80
41
0
32
36
23
21
75
63
25
18
14
26
37
30
51
49
38
54
56
65
44
21
0
35
69
73
38
21
19
29
45
57
28
52
40
24
34
0
59
49
13
40
20
35
43
57
1
43
57
43
22
47
21
41
29
0
22
71
51
0
17
33
60
16
70
21
19
59
19
79
86
6
61
43
0
31
27
28
35
0
53
26
24
43
27
0
18
43
44
31
55
3
21
16
74
11
49
26
71
21
29
65
38
40
34
0
23
23
32
20
22
39
39
3
12
0
60
46
50
61
22
26
46
44
21
35
45
49
61
23
3
20
39
47
41
0
5
0
41
71
61
33
57
44
29
64
55
31
22
55
58
46
52
42
0
50
39
39
62
22
33
66
29
28
0
22
0
40
34
0
23
22
18
45
71
55
23
66
32
22
21
32
21
41
0
39
34
40
14
23
20
29
52
48
69
24
24
42
29
21
53
24
20
20
35
41
71
41
27
27
32
65
43
17
33
26
53
70
40
65
15
24
34
48
21
42
15
20
57
32
53
14
36
18
41
3
27
17
30
17
40
42
73
26
0
30
56
0
17
0
64
32
53
22
29
24
53
36
23
64
56
55
53
60
52
48
26
22
23
53
44
62
19
41
38
50
19
47
40
19
11
39
52
5
47
0
49
30
46
85
66
52
7
32
18
49
53
40
50
37
24
19
43
62
38
16
26
37
11
56
41
0
53
73
34
11
19
37
0
34
20
8
0
37
0
69
14
59
20
22
42
46
45
44
67
22
64
28
93
0
34
51
25
30
18
45
34
42
23
65
0
41
36
28
23
0
28
38
25
38
35
0
1
28
34
18
17
27
27
70
41
64
41
55
50
53
57
10
0
43
42
21
5
28
48
69
39
10
39
11
19
19
68
32
20
8
37
21
46
19
49
27
0
47
12
44
28
30
58
34
16
59
46
24
0
27
21
27
38
24
61
1
43
39
31
5
57
16
25
0
22
0
10
60
30
8
57
41
40
53
0
50
1
20
40
61
57
24
31
18
23
25
29
54
42
52
9
0
43
23
32
82
43
13
0
49
24
77
20
41
43
22
22
21
29
70
58
28
59
29
18
68
16
21
3
55
23
32
56
37
43
56
80
27
40
59
65
32
46
0
18
26
44
18
34
22
6
24
32
32
23
41
13
27
38
51
40
26
49
39
21
32
21
40
35
14
48
58
73
33
34
23
19
27
72
47
48
39
48
36
69
50
32
11
42
25
14
17
45
60
29
63
38
32
54
26
55
44
49
38
29
33
59
53
19
52
21
31
58
60
62
29
21
46
37
48
59
37
50
54
43
52
44
45
19
24
44
41
45
38
11
0
10
24
11
37
38
44
57
27
20
57
21
29
23
30
27
8
29
39
0
55
20
29
28
34
1
20
43
44
19
2
46
11
21
49
28
42
21
47
69
61
19
54
0
21
70
12
16
12
35
38
59
82
62
35
30
23
68
40
32
43
74
29
18
72
42
52
17
38
21
36
24
23
0
36
17
34
25
36
23
76
47
0
18
55
43
48
0
0
39
43
21
33
45
0
29
40
35
0
56
23
36
41
56
45
68
0
34
8
25
49
23
44
48
64
34
47
57
26
3
64
19
23
74
18
21
39
51
45
19
62
50
30
41
0
48
22
20
15
7
42
1
12
47
60
12
35
44
17
71
42
65
24
0
0
24
23
30
0
46
22
42
55
14
10
18
48
32
17
40
85
63
59
29
3
55
35
50
32
14
46
52
18
18
22
25
47
21
38
55
26
10
63
18
0
59
66
42
25
40
32
0
20
47
